Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
582,586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Negative,21-05-2023 21:00, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18,35, Canada,2023,5,21,21,ran out of snacks during a movie marathon crisis level emergency   
583,587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,Negative,22-05-2023 14:30, SelfieAddict , Facebook , #SelfieStruggle #TeenConfessions ,22,45, UK,2023,5,22,14,spent an hour choosing the perfect filter for a selfie the struggle for that instagram aesthetic is real   
584,588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Negative,23-05-2023 16:45, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20,40, USA,2023,5,23,16,lost my headphones again how do they vanish into thin air   
585,589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,Negative,24-05-2023 13:15, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25,50, Canada,2023,5,24,13,decided to study for exams but ended up making memes about studying instead procrastination level expert   
586,590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",Neutral,25-05-2023 19:00, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20,40, USA,2023,5,25,19,got dressed for the day then remembered its saturday oops   
587,591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,Positive,26-05-2023 14:20, GroupGenius , Twitter , #TeenSuccess #ProjectMiracle ,28,55, UK,2023,5,26,14,survived a group project without any drama miracles do happen   
588,592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",Negative,27-05-2023 21:15, ChipExplorer , Instagram , #TeenChef #CookingFail ,22,45, Canada,2023,5,27,21,entered the kitchen with the intention to cook left with a bag of chips cooking is overrated anyway   
589,593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",Positive,28-05-2023 12:00, ExcitementSeeker , Facebook , #ClassEvent #TeenExcitement ,18,35, USA,2023,5,28,12,staring at the clock in class waiting for the bell to ring like its the most exciting event of the day   
590,594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",Positive,29-05-2023 23:30, NightReader , Twitter , #BookDiscoveries #TeenReading ,30,60, UK,2023,5,29,23,discovered a new book series and spent the whole night reading who needs sleep anyway   
591,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",Neutral,30-05-2023 20:45, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22,45, USA,2023,5,30,20,bought a new video game played for hours forgot to eat the ultimate gaming session   
592,596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,Negative,31-05-2023 15:30, LazyWatcher , Facebook , #BingeWatchDay #TeenLife ,35,70, Canada,2023,5,31,15,spent the day bingewatching a new series productivity level zero   
593,597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,Neutral,01-06-2023 18:00, TrendExplorer , Twitter , #FashionGoals #TeenStyle ,20,40, USA,2023,6,1,18,caught up on the latest fashion trends and now planning a shopping spree   
594,598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Neutral,02-06-2023 14:30, MusicalExplorer , Instagram , #InstrumentLearning #TeenMusic ,28,55, UK,2023,6,2,14,decided to learn a new instrument day one still trying to figure out how to hold it   
595,599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,Positive,03-06-2023 21:15, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22,45, Canada,2023,6,3,21,spent hours creating the perfect playlist for every mood music is my therapy   
596,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,Positive,04-06-2023 19:30, HomeChef , Twitter , #CookingSuccess #TeenCook ,25,50, USA,2023,6,4,19,successfully cooked a gourmet meal for the family chef skills unlocked   
597,601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,Positive,05-06-2023 10:00, AdventureSeeker , Instagram , #GetawayGoals #TeenTravel ,18,35, UK,2023,6,5,10,spontaneously booked a weekend getaway adventure awaits   
598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,Positive,06-06-2023 22:30, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28,55, Canada,2023,6,6,22,attended a concert and danced the night away music is the heartbeat of life   
599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,Positive,07-06-2023 12:45, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22,45, USA,2023,6,7,12,rediscovered childhood cartoons and had a nostalgiafilled marathon   
600,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Positive,08-06-2023 16:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35,70, UK,2023,6,8,16,embarked on a diy home decor project lets hope it turns out better than last time   
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Positive,09-06-2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,spent the afternoon at a museum pretending to be cultured art enthusiast in the making   
602,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Neutral,10-06-2023 17:30, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30,60, Canada,2023,6,10,17,started a blog about random thoughts and musings blogging is the new diary   
603,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Positive,11-06-2023 15:30, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35,70, USA,2023,6,11,15,relishing a peaceful afternoon with a classic novel quiet moments are the best moments   
604,608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Positive,12-06-2023 18:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28,55, UK,2023,6,12,18,reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging   
605,609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,Positive,13-06-2023 14:45, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22,45, Canada,2023,6,13,14,exploring the world of digital art its never too late to discover new passions   
606,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Positive,14-06-2023 19:30, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25,50, USA,2023,6,14,19,savoring the flavors of a homecooked meal simple joys are the heart of happiness   
607,611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Neutral,15-06-2023 12:15, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30,60, UK,2023,6,15,12,embarking on a journey of learning a new language the mind stays young with every new word   
608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",Positive,16-06-2023 21:45, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18,35, Canada,2023,6,16,21,attended a classical music concert feeling the timeless melodies resonate music transcends generations   
609,613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,Positive,17-06-2023 15:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35,70, USA,2023,6,17,15,capturing the beauty of nature through photography every snapshot is a treasure   
610,614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",Positive,18-06-2023 11:30, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28,55, UK,2023,6,18,11,reconnecting with old friends over a cup of tea friendship the true essence of companionship   
611,615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",Positive,19-06-2023 16:30, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22,45, Canada,2023,6,19,16,embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion   
612,616,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",Positive,20-06-2023 14:20, ChoirEnthusiast , Instagram , #MusicHarmony #SeniorVoices ,20,40, USA,2023,6,20,14,joined a community choir harmonizing with fellow voices music creates bonds that withstand time   
613,617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Neutral,21-06-2023 19:00, MeditationSenior , Twitter , #MindfulLiving #SeniorCalm ,18,35, UK,2023,6,21,19,exploring the art of meditation finding tranquility in the stillness of the mind   
614,618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Positive,22-06-2023 13:45, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25,50, USA,2023,6,22,13,taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease   
615,619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",Positive,23-06-2023 18:45, WineConnoisseur , Instagram , #LifeWellLived #SeniorWine ,28,55, UK,2023,6,23,18,sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived   
616,620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",Positive,24-06-2023 16:15, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22,45, Canada,2023,6,24,16,participated in a community art class unleashing creativity in the golden years art has no age limit   
617,621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",Neutral,25-06-2023 20:30, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35,70, USA,2023,6,25,20,embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters   
618,622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",Positive,26-06-2023 14:00, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30,60, UK,2023,6,26,14,attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure   
619,623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Positive,27-06-2023 17:45, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20,40, USA,2023,6,27,17,rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories   
620,624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",Positive,28-06-2023 22:15, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18,35, UK,2023,6,28,22,joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature   
621,625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",Positive,29-06-2023 16:30, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25,50, USA,2023,6,29,16,attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years   
622,626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",Neutral,30-06-2023 19:30, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28,55, UK,2023,6,30,19,joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul   
623,627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",Positive,01-07-2023 14:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30,60, USA,2023,7,1,14,embarked on a solo travel adventure discovering the beauty of new places at my own pace   
624,628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Positive,02-07-2023 18:30, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22,45, UK,2023,7,2,18,attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev   
625,629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Positive,03-07-2023 12:45, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28,55, Canada,2023,7,3,12,started a community garden growing not just plants but friendships too green thumbs unite   
626,630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Positive,04-07-2023 17:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35,70, USA,2023,7,4,17,hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness   
627,631,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",Neutral,05-07-2023 20:15, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18,35, UK,2023,7,5,20,enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor   
628,632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",Positive,06-07-2023 14:30, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25,50, USA,2023,7,6,14,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion   
629,633,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",Positive,07-07-2023 19:45, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22,45, UK,2023,7,7,19,started a book club for seniors where discussions are as lively as the characters in the novels   
630,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Positive,08-07-2023 16:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30,60, Canada,2023,7,8,16,hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories   
631,635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Positive,09-07-2023 22:30, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20,40, USA,2023,7,9,22,participated in a local theater production proving that the stage belongs to every age   
632,636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Positive,10-07-2023 14:20, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28,55, UK,2023,7,10,14,embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop   
633,637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Positive,11-07-2023 18:45, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22,45, Canada,2023,7,11,18,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell   
634,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Neutral,12-07-2023 13:45, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25,50, USA,2023,7,12,13,joined a seniors cycling club feeling the wind in my hair and the freedom of the open road   
635,639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Positive,13-07-2023 20:00, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35,70, UK,2023,7,13,20,attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years   
636,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",Positive,14-07-2023 16:15, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20,40, USA,2023,7,14,16,started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step   
637,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Positive,15-07-2023 19:30, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28,55, Canada,2023,7,15,19,organized a community painting event turning blank canvases into a masterpiece of shared creativity   
638,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",Positive,16-07-2023 14:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30,60, USA,2023,7,16,14,hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives   
639,643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",Positive,17-07-2023 22:15, SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18,35, UK,2023,7,17,22,joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos   
640,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",Positive,18-07-2023 16:30, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25,50, USA,2023,7,18,16,attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair   
641,645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Positive,19-07-2023 19:45, WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22,45, UK,2023,7,19,19,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow   
642,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",Positive,20-07-2023 17:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30,60, Canada,2023,7,20,17,participated in a charity run proving that age is no barrier to supporting meaningful causes   
643,647,"Survived a challenging physics exam. Equations, you won't defeat me! ",Positive,01-08-2023 13:30, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20,40, USA,2023,8,1,13,survived a challenging physics exam equations you wont defeat me 
644,648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,Positive,02-08-2023 14:45, CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25,50, UK,2023,8,2,14,exploring the world of coding debugging is an adventure on its own   
645,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",Neutral,03-08-2023 12:15, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18,35, Canada,2023,8,3,12,joined the school debate team words are my weapons and im ready for battle 
646,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ",Neutral,04-08-2023 16:30, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22,45, USA,2023,8,4,16,started a photography club at school capturing moments one snapshot at a time 
647,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Positive,05-08-2023 19:45, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30,60, Canada,2023,8,5,19,daydreaming about the upcoming prom the dress the dance – its a fairytale in the making 
648,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,Neutral,06-08-2023 14:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28,55, USA,2023,8,6,14,convinced the teacher to have class outdoors learning equations with a side of fresh air 
649,653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",Negative,07-08-2023 19:45, PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22,45, UK,2023,8,7,19,accidentally spilled paint in art class abstract art right   
650,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,Positive,08-08-2023 16:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30,60, Canada,2023,8,8,16,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro 
651,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,Positive,09-08-2023 22:30, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20,40, USA,2023,8,9,22,bonding with friends over the latest kpop sensation fangirling at its finest 
652,656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,Positive,10-08-2023 14:20, ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28,55, UK,2023,8,10,14,spent hours perfecting a chemistry experiment mixing potions like a wizard 
653,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,Positive,11-08-2023 18:45, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22,45, Canada,2023,8,11,18,successfully organized a surprise birthday party for a friend party planning expert mode achieved 
654,658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",Neutral,12-08-2023 13:45, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25,50, USA,2023,8,12,13,joined the drama club to unleash my inner actor lights camera action 
655,659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,Positive,13-08-2023 20:00, FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35,70, UK,2023,8,13,20,got my hands on the latest fantasy novel diving into realms of magic and adventure 
656,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,Neutral,14-08-2023 16:15, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20,40, USA,2023,8,14,16,mastering the art of the perfect doodle during boring classes doodles a 
657,661,Attempting to break the school record for the longest handstand. Wish me luck! ,Positive,15-08-2023 19:30, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28,55, Canada,2023,8,15,19,attempting to break the school record for the longest handstand wish me luck 
658,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,Positive,16-08-2023 14:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30,60, USA,2023,8,16,14,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill 
659,663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,Positive,17-08-2023 22:15, SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18,35, UK,2023,8,17,22,hosting a sleepover with friends this weekend preparing for a night of laughter and memories 
660,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Negative,18-08-2023 16:30, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25,50, USA,2023,8,18,16,spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed 
661,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Negative,19-08-2023 19:45, SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22,45, UK,2023,8,19,19,accidentally liked my crushs old photo while stalking their profile awkward level maximum 
662,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,Negative,20-08-2023 17:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30,60, Canada,2023,8,20,17,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent 
663,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,Positive,21-08-2023 15:45, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15,30, USA,2023,8,21,15,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights 
664,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,Neutral,22-08-2023 12:30, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22,40, Canada,2023,8,22,12,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill 
665,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,Neutral,23-08-2023 16:45, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28,55, USA,2023,8,23,16,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated 
666,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,Positive,24-08-2023 18:20, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20,38, UK,2023,8,24,18,planning a surprise scavenger hunt for friends anticipating the thrill and excitement 
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,Positive,25-08-2023 14:15, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25,50, Canada,2023,8,25,14,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing 
668,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,Negative,26-08-2023 17:30, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18,35, USA,2023,8,26,17,accidentally sent a text meant for a friend to the class group chat texting fail oops moment 
669,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,Neutral,27-08-2023 20:45, MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22,45, UK,2023,8,27,20,tried a magic trick to impress classmates magic fail where did that rabbit go 
670,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,Neutral,28-08-2023 16:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18,36, USA,2023,8,28,16,perfecting the art of creating origami during a dull lecture origami mastery a 
671,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,Neutral,29-08-2023 13:45, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26,48, Canada,2023,8,29,13,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed 
672,676,Creating a secret handshake with friends. Friendship level: Expert! ,Neutral,30-08-2023 17:30, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20,40, USA,2023,8,30,17,creating a secret handshake with friends friendship level expert 
673,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,Positive,31-08-2023 20:15, BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24,42, UK,2023,8,31,20,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty 
674,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,Neutral,01-09-2023 14:45, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21,39, Canada,2023,9,1,14,practicing a standup comedy routine for the upcoming talent show comedy gig in the making 
675,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,Negative,02-09-2023 18:30, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17,33, USA,2023,9,2,18,accidentally sent a love letter to the wrong person love note fail maximum embarrassment 
676,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Neutral,03-09-2023 22:00, ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23,44, UK,2023,9,3,22,attempting to impress the teacher with an elaborate science experiment science geek mode activated 
677,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,Neutral,04-09-2023 15:15, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19,37, USA,2023,9,4,15,crafting intricate friendship bracelets for the whole squad friendship level expert weaver 
